選舉區,登記日期,姓名,推薦之政黨,備註
臺北市信義區五常里,115/09/02,游育靖,無,
臺北市信義區五全里,115/09/02,吳秀好,民主進步黨,
臺北市信義區五全里,115/09/04,李禕樓,中國國民黨,
臺北市信義區五全里,115/09/04,李英豪,無,
臺北市信義區永吉里,115/08/31,陳永昌,中國國民黨,
臺北市信義區長春里,115/08/31,許錦忠,無,
臺北市信義區四育里,115/09/02,連圀堂,中國國民黨,
臺北市信義區四育里,115/09/02,施永泉,無,
臺北市信義區四育里,115/09/04,劉倩如,無,
臺北市信義區四維里,115/09/02,劉耀平,中國國民黨,
臺北市信義區四維里,115/09/03,蕭朝魁,無,
臺北市信義區永春里,115/08/31,顏東隆,民主進步黨,
臺北市信義區永春里,115/09/03,許蕙蘭,中國國民黨,
臺北市信義區富台里,115/09/02,羅至佑,無,
臺北市信義區國業里,115/09/03,林銘賢,無,
臺北市信義區松隆里,115/09/02,吳少騏,無,
臺北市信義區松隆里,115/09/02,林建佑,無,
臺北市信義區松隆里,115/09/02,陳錦和,無,
臺北市信義區松隆里,115/09/02,周宥騏,無,
臺北市信義區松隆里,115/09/03,蔡羅丹,無,
臺北市信義區松隆里,115/09/03,黃俊龍,中國國民黨,
臺北市信義區松友里,115/09/02,張海秋,中國國民黨,
臺北市信義區松友里,115/09/02,張嘉豪,無,
臺北市信義區松友里,115/09/03,林玉華,無,
臺北市信義區松光里,115/09/02,張文智,無,
臺北市信義區松光里,115/09/03,蔡福來,無,
臺北市信義區中坡里,115/08/31,林榮進,無,
臺北市信義區中坡里,115/09/02,曾傳達,中國國民黨,
臺北市信義區中行里,115/09/02,林美君,無,
臺北市信義區大道里,115/09/02,毛水月,無,
臺北市信義區大道里,115/09/04,薛華榮,無,
臺北市信義區大仁里,115/09/01,張劉權,無,
臺北市信義區大仁里,115/09/02,陳明芳,無,
臺北市信義區大仁里,115/09/04,邱鈞評,無,
臺北市信義區大仁里,115/09/04,杜月禎,無,
臺北市信義區大仁里,115/09/04,蔡桂清,無,
臺北市信義區景新里,115/09/03,孫積德,中國國民黨,
臺北市信義區惠安里,115/09/02,周葉長,中國國民黨,
臺北市信義區三張里,115/09/02,李駿麟,中國國民黨,
臺北市信義區三張里,115/09/02,盧美玲,無,
臺北市信義區三張里,115/09/02,李奇芬,無,
臺北市信義區三犁里,115/09/02,吳佳慧,無,
臺北市信義區三犁里,115/09/02,翁信利,無,
臺北市信義區三犁里,115/09/04,傅柏翰,無,
臺北市信義區六合里,115/09/02,陳盈如,無,
臺北市信義區泰和里,115/09/02,連婉彤,無,
臺北市信義區泰和里,115/09/02,林正義,中國國民黨,
臺北市信義區泰和里,115/09/03,許以書,無,
臺北市信義區景聯里,115/08/31,黃朝賜,無,
臺北市信義區景聯里,115/09/02,洪福周,中國國民黨,
臺北市信義區景勤里,115/09/02,王雷凱,中國國民黨,
臺北市信義區景勤里,115/09/03,沈粉,無,
臺北市信義區雙和里,115/09/01,周金進,無,
臺北市信義區雙和里,115/09/03,宋祥輝,中國國民黨,
臺北市信義區嘉興里,115/08/31,李錫榮,無,
臺北市信義區嘉興里,115/09/02,鄭智耀,無,
臺北市信義區黎順里,115/09/01,鄭振榮,民主進步黨,
臺北市信義區黎順里,115/09/02,吳明耀,無,
臺北市信義區黎順里,115/09/02,陳家茵,無,
臺北市信義區黎順里,115/09/02,卓秀娟,中國國民黨,
臺北市信義區黎順里,115/09/04,潘還珠,無,
臺北市信義區黎平里,115/09/02,楊介舟,中國國民黨,
臺北市信義區黎忠里,115/09/02,黃建智,中國國民黨,
臺北市信義區黎忠里,115/09/04,陳煥文,無,
臺北市信義區黎安里,115/09/04,劉梅菊,中國國民黨,
臺北市大安區德安里,115/09/02,蔡銘宗,中國國民黨,
臺北市大安區德安里,115/09/03,嚴寬,無,
臺北市大安區德安里,115/09/04,張三祥,無,
臺北市大安區仁慈里,115/08/31,陳麒中,中國國民黨,
臺北市大安區和安里,115/09/02,翁德東,中國國民黨,
臺北市大安區和安里,115/09/03,張捷富,無,
臺北市大安區和安里,115/09/04,劉仁貴,無,
臺北市大安區民炤里,115/09/04,周暉泰,中國國民黨,
臺北市大安區仁愛里,115/09/02,林宜蓁,中國國民黨,
臺北市大安區仁愛里,115/09/04,楊禧瑜,無,
臺北市大安區義村里,115/08/31,蔡秉融,無,
臺北市大安區義村里,115/09/02,潘明勲,中國國民黨,
臺北市大安區民輝里,115/09/02,陳威禎,無,
臺北市大安區昌隆里,115/09/02,王志剛,中國國民黨,
臺北市大安區昌隆里,115/09/03,洪翠微,無,
臺北市大安區誠安里,115/09/02,李有福,無,
臺北市大安區光武里,115/09/04,韓修和,中國國民黨,
臺北市大安區龍坡里,115/09/02,黃世詮,中國國民黨,
臺北市大安區龍泉里,115/09/02,龎維良,無,
臺北市大安區古風里,115/08/31,孔憲娟,中國國民黨,
臺北市大安區古莊里,115/09/02,吳宗雄,無,
臺北市大安區龍安里,115/09/02,洪秋甲,中國國民黨,
臺北市大安區錦安里,115/09/02,龔志慧,中國國民黨,
臺北市大安區福住里,115/09/04,李欣芠,無,
臺北市大安區永康里,115/08/31,李明螢,中國國民黨,
臺北市大安區永康里,115/09/01,陳玫竹,無,
臺北市大安區永康里,115/09/04,顏意珍,無,
臺北市大安區光明里,115/09/01,張美霞,無,
臺北市大安區光明里,115/09/02,張惠銓,中國國民黨,
臺北市大安區錦泰里,115/09/03,范燕淇,無,
臺北市大安區錦華里,115/09/01,洪立農,無,
臺北市大安區錦華里,115/09/04,溫美珠,中國國民黨,
臺北市大安區龍圖里,115/08/31,吳宗穎,無,
臺北市大安區龍圖里,115/09/02,范姜灴興,無,
臺北市大安區龍圖里,115/09/03,陳煒光,無,
臺北市大安區龍圖里,115/09/03,許玄謀,中國國民黨,
臺北市大安區龍圖里,115/09/03,蕭瑋旻,無,
臺北市大安區龍圖里,115/09/04,邱瑞文,無,
臺北市大安區新龍里,115/09/02,郭瑞松,無,
臺北市大安區新龍里,115/09/02,李淑梅,中國國民黨,
臺北市大安區龍陣里,115/09/02,游菊英,無,
臺北市大安區龍陣里,115/09/03,張惠萍,無,
臺北市大安區龍雲里,115/09/02,黃廣明,中國國民黨,
臺北市大安區龍生里,115/09/02,羅皓,無,
臺北市大安區龍生里,115/09/03,沈鳳雲,無,
臺北市大安區住安里,115/09/03,歐秀珠,中國國民黨,
臺北市大安區義安里,115/09/02,王侑方,無,
臺北市大安區義安里,115/09/03,劉威志,中國國民黨,
臺北市大安區通化里,115/09/02,周進財,中國國民黨,
臺北市大安區通化里,115/09/03,廖益新,無,
臺北市大安區通安里,115/08/31,鄭水波,中國國民黨,
臺北市大安區通安里,115/09/02,鄭文明,無,
臺北市大安區臨江里,115/09/04,劉勇雄,無,
臺北市大安區法治里,115/09/02,林佩燕,中國國民黨,
臺北市大安區法治里,115/09/04,黃彩勤,無,
臺北市大安區全安里,115/08/31,連馬世驍,中國國民黨,
臺北市大安區群賢里,115/09/01,翁國航,無,
臺北市大安區群英里,115/09/02,石忠勝,中國國民黨,
臺北市大安區虎嘯里,115/09/03,詹仲琪,中國國民黨,
臺北市大安區臥龍里,115/09/02,邱奕承,無,
臺北市大安區臥龍里,115/09/04,洪韶陽,無,
臺北市大安區龍淵里,115/09/02,林晏慈,無,
臺北市大安區龍淵里,115/09/04,陳亮宇,無,
臺北市大安區龍淵里,115/09/04,汪吉秋,中國國民黨,
臺北市大安區龍門里,115/08/31,黃絹家,中國國民黨,
臺北市大安區大學里,115/09/02,吳沛璇,中國國民黨,
臺北市大安區芳和里,115/09/02,黃正浪,中國國民黨,
臺北市大安區芳和里,115/09/02,陳明達,民主進步黨,
臺北市大安區黎元里,115/08/31,柯佳和,無,
臺北市大安區黎元里,115/09/02,蘇偉彬,中國國民黨,
臺北市大安區黎元里,115/09/02,王國全,無,
臺北市大安區黎孝里,115/09/02,方丁輝,中國國民黨,
臺北市大安區黎和里,115/09/02,李啟宏,中國國民黨,
臺北市大安區建安里,115/09/03,溫志維,中國國民黨,
臺北市大安區建倫里,115/09/02,林正達,中國國民黨,
臺北市大安區敦安里,115/09/03,王復,無,
臺北市大安區正聲里,115/09/02,陳秀蘭,中國國民黨,
臺北市大安區敦煌里,115/09/02,傅吉田,中國國民黨,
臺北市大安區華聲里,115/09/02,陳金花,中國國民黨,
臺北市大安區車層里,115/09/02,陳錦元,無,
臺北市大安區車層里,115/09/03,李欣純,中國國民黨,
臺北市大安區光信里,115/09/02,王秋蓉,無,
臺北市大安區光信里,115/09/02,黃振瑩,無,
臺北市大安區光信里,115/09/04,楊珮菱,無,
臺北市大安區學府里,115/09/02,李淳琳,中國國民黨,
臺北市大安區學府里,115/09/02,林慧瑜,無,
臺北市中山區正守里,115/08/31,周曉煒,無,
臺北市中山區正守里,115/09/02,陳育群,無,
臺北市中山區正義里,115/09/03,李志勇,中國國民黨,
臺北市中山區正得里,115/09/02,吳美瑩,無,
臺北市中山區民安里,115/09/02,王俊堯,無,
臺北市中山區康樂里,115/09/02,王金富,無,
臺北市中山區中山里,115/08/31,曾瓊梅,無,
臺北市中山區中山里,115/09/01,許寶仙,無,
臺北市中山區聚盛里,115/08/31,舒贛臺,無,
臺北市中山區聚盛里,115/09/02,陳淑雅,無,
臺北市中山區集英里,115/09/01,劉尚恩,無,
臺北市中山區集英里,115/09/02,賴政庸,民主進步黨,
臺北市中山區聚葉里,115/09/02,游啟業,無,
臺北市中山區聚葉里,115/09/04,謝采雯,無,
臺北市中山區恆安里,115/09/03,黃志昌,無,
臺北市中山區恆安里,115/09/04,朱明濱,無,
臺北市中山區晴光里,115/09/02,林姿吟,無,
臺北市中山區圓山里,115/09/04,葉建輝,中國國民黨,
臺北市中山區劍潭里,115/09/02,黃開芳,中國國民黨,
臺北市中山區劍潭里,115/09/03,王迎珠,無,
臺北市中山區劍潭里,115/09/03,朱黎紅,無,
臺北市中山區大直里,115/08/31,蔡俊賢,無,
臺北市中山區大直里,115/09/02,曹邦全,無,
臺北市中山區成功里,115/09/02,李清水,中國國民黨,
臺北市中山區永安里,115/08/31,林哲緯,無,
臺北市中山區永安里,115/08/31,唐楷瀚,中國國民黨,
臺北市中山區大佳里,115/09/02,莊欽億,民主進步黨,
臺北市中山區新喜里,115/08/31,陳鴻銘,無,
臺北市中山區新喜里,115/09/03,吳昇陽,無,
臺北市中山區新庄里,115/08/31,蔡哲順,無,
臺北市中山區新庄里,115/09/03,鄧麗珠,無,
臺北市中山區新福里,115/09/02,朱美樺,無,
臺北市中山區新福里,115/09/02,童勝輝,無,
臺北市中山區松江里,115/09/01,徐銘宏,無,
臺北市中山區松江里,115/09/03,蔣築諠,中國國民黨,
臺北市中山區新生里,115/09/02,曾國益,中國國民黨,
臺北市中山區中庄里,115/09/03,陳建中,無,
臺北市中山區行政里,115/09/01,江志富,中國國民黨,
臺北市中山區行政里,115/09/02,葉麗美,民主進步黨,
臺北市中山區行政里,115/09/02,李魯慧,無,
臺北市中山區行政里,115/09/03,陳建州,無,
臺北市中山區行仁里,115/09/01,陳德賢,無,
臺北市中山區行仁里,115/09/03,李珮琬,中國國民黨,
臺北市中山區行孝里,115/08/31,呂勗淇,民主進步黨,
臺北市中山區下埤里,115/09/03,施士凱,無,
臺北市中山區下埤里,115/09/03,李貝鋇,民主進步黨,
臺北市中山區江寧里,115/09/04,徐信洲,無,
臺北市中山區江山里,115/09/02,黃靜怡,無,
臺北市中山區江山里,115/09/03,劉陽劍,中國國民黨,
臺北市中山區中吉里,115/08/31,林德勝,民主進步黨,
臺北市中山區中原里,115/09/03,羅崇華,無,
臺北市中山區興亞里,115/09/03,林芳薇,無,
臺北市中山區中央里,115/09/03,李陳金綉,中國國民黨,
臺北市中山區朱馥里,115/08/31,顏志豪,無,
臺北市中山區朱馥里,115/09/02,卓志勇,無,
臺北市中山區朱馥里,115/09/03,謝錦泉,無,
臺北市中山區龍洲里,115/08/31,曹正欣,無,
臺北市中山區龍洲里,115/09/02,黎韻平,無,
臺北市中山區龍洲里,115/09/02,林經初,無,
臺北市中山區龍洲里,115/09/02,陳世明,中國國民黨,
臺北市中山區朱園里,115/09/02,李林耀,無,
臺北市中山區埤頭里,115/09/03,黃基淋,中國國民黨,
臺北市中山區朱崙里,115/08/31,高銘鴻,中國國民黨,
臺北市中山區朱崙里,115/09/04,吳雅芬,無,
臺北市中山區力行里,115/09/03,張芊卉,無,
臺北市中山區力行里,115/09/04,沈銀德,無,
臺北市中山區復華里,115/09/03,黃展輝,中國國民黨,
臺北市中山區復華里,115/09/04,吳碧珠,無,
臺北市中山區金泰里,115/08/31,林應誠,無,
臺北市中山區金泰里,115/09/02,游進義,無,
臺北市中山區北安里,115/09/03,陳小康,無,
臺北市中正區水源里,115/08/31,林全義,中國國民黨,
臺北市中正區富水里,115/09/03,陳麗真,中國國民黨,
臺北市中正區文盛里,115/09/02,温紹宏,中國國民黨,
臺北市中正區林興里,115/09/01,吳寶燕,中國國民黨,
臺北市中正區河堤里,115/08/31,鄒士根,中國國民黨,
臺北市中正區頂東里,115/09/01,王力炫,中國國民黨,
臺北市中正區網溪里,115/08/31,夏萬浪,無,
臺北市中正區網溪里,115/09/03,廖從翔,中國國民黨,
臺北市中正區板溪里,115/09/02,黃國輝,中國國民黨,
臺北市中正區板溪里,115/09/03,楊慧君,無,
臺北市中正區螢圃里,115/09/01,劉佩玲,無,
臺北市中正區螢圃里,115/09/01,陳木松,中國國民黨,
臺北市中正區螢圃里,115/09/04,鄧錡雲,中國民眾黨,
臺北市中正區螢雪里,115/08/31,陳文質,中國國民黨,
臺北市中正區螢雪里,115/09/02,張邱佳玲,無,
臺北市中正區永功里,115/09/01,陳宏明,中國國民黨,
臺北市中正區永昌里,115/09/02,陳玟如,中國國民黨,
臺北市中正區永昌里,115/09/04,劉瑞麟,無,
臺北市中正區永昌里,115/09/04,胡書惠,無,
臺北市中正區龍興里,115/09/02,陳月容,無,
臺北市中正區龍興里,115/09/02,王春國,中國國民黨,
臺北市中正區龍興里,115/09/04,林正晴,無,
臺北市中正區忠勤里,115/08/31,吳奕鋐,民主進步黨,
臺北市中正區忠勤里,115/09/02,方荷生,中國國民黨,
臺北市中正區忠勤里,115/09/02,林督欽,無,
臺北市中正區廈安里,115/08/31,涂光宇,中國國民黨,
臺北市中正區愛國里,115/09/02,張嘉麟,無,
臺北市中正區愛國里,115/09/04,周德潤,無,
臺北市中正區南門里,115/09/04,郭有賢,中國國民黨,
臺北市中正區南門里,115/09/04,周室均,無,
臺北市中正區龍光里,115/09/02,陳萬龍,中國國民黨,
臺北市中正區南福里,115/09/02,許益明,中國國民黨,
臺北市中正區南福里,115/09/02,羅海燕,無,
臺北市中正區南福里,115/09/03,李秀霞,無,
臺北市中正區龍福里,115/09/02,鄭珍珍,無,
臺北市中正區龍福里,115/09/02,何昇模,無,
臺北市中正區龍福里,115/09/04,林靖惠,無,
臺北市中正區新營里,115/08/31,林書源,無,
臺北市中正區新營里,115/09/02,莊柏辰,無,
臺北市中正區建國里,115/09/02,許瀞尹,無,
臺北市中正區光復里,115/08/31,王麗美,無,
臺北市中正區光復里,115/09/02,張書維,無,
臺北市中正區黎明里,115/09/02,鄭燕宗,中國國民黨,
臺北市中正區梅花里,115/08/31,吳崑山,中國國民黨,
臺北市中正區梅花里,115/09/02,呂金標,無,
臺北市中正區梅花里,115/09/03,曾智麟,中國國民黨,
臺北市中正區幸福里,115/08/31,王希瑜,無,
臺北市中正區幸福里,115/09/02,蘇美娟,中國國民黨,
臺北市中正區幸市里,115/09/02,林禎吉,中國國民黨,
臺北市中正區幸市里,115/09/02,賀永德,無,
臺北市中正區東門里,115/09/02,牟桂富,中國國民黨,
臺北市中正區文北里,115/09/02,陳余秀卿,中國國民黨,
臺北市中正區文北里,115/09/03,張安東,無,
臺北市中正區文祥里,115/09/02,李淑珍,中國國民黨,
臺北市中正區三愛里,115/09/02,陳仁志,無,
臺北市大同區玉泉里,115/09/03,羅素真,無,
臺北市大同區玉泉里,115/09/04,高興松,無,
臺北市大同區建明里,115/09/02,王振宇,無,
臺北市大同區建明里,115/09/03,黃世輝,無,
臺北市大同區建功里,115/08/31,周志賢,民主進步黨,
臺北市大同區建功里,115/08/31,盧綠綢,無,
臺北市大同區建功里,115/09/03,謝文祥,中國國民黨,
臺北市大同區建泰里,115/09/02,江紹恆,無,
臺北市大同區建泰里,115/09/03,陳鵬程,民主進步黨,
臺北市大同區永樂里,115/08/31,林宗穎,無,
臺北市大同區朝陽里,115/09/02,呂國維,無,
臺北市大同區星明里,115/09/02,黃書揚,民主進步黨,
臺北市大同區星明里,115/09/03,劉福永,無,
臺北市大同區光能里,115/09/03,陳靜筠,民主進步黨,
臺北市大同區大有里,115/09/04,許美智,民主進步黨,
臺北市大同區延平里,115/08/31,郭逸斌,無,
臺北市大同區雙連里,115/09/02,洪振恒,民主進步黨,
臺北市大同區雙連里,115/09/04,林堅祺,無,
臺北市大同區南芳里,115/09/02,賴徐玉枝,民主進步黨,
臺北市大同區南芳里,115/09/03,陳坤宏,無,
臺北市大同區民權里,115/09/03,陳玉女,無,
臺北市大同區民權里,115/09/04,林美菊,無,
臺北市大同區景星里,115/09/03,吳若屏,無,
臺北市大同區隆和里,115/09/02,沈春華,民主進步黨,
臺北市大同區隆和里,115/09/03,林群翔,無,
臺北市大同區蓬萊里,115/09/02,高炳倉,無,
臺北市大同區蓬萊里,115/09/02,何英輝,無,
臺北市大同區國順里,115/09/02,陳穎慧,民主進步黨,
臺北市大同區國順里,115/09/04,陳明傑,無,
臺北市大同區國順里,115/09/04,劉振輝,無,
臺北市大同區國慶里,115/08/31,高大陸,民主進步黨,
臺北市大同區國慶里,115/09/01,鄭欣宜,無,
臺北市大同區國慶里,115/09/04,吳祚貴,無,
臺北市大同區揚雅里,115/09/02,吳振明,無,
臺北市大同區斯文里,115/09/02,江雪卿,民主進步黨,
臺北市大同區鄰江里,115/09/03,陳豊祥,民主進步黨,
臺北市大同區鄰江里,115/09/04,黃宏瑜,無,
臺北市大同區鄰江里,115/09/04,林薇馨,無,
臺北市大同區至聖里,115/09/02,楊秀龍,無,
臺北市大同區至聖里,115/09/03,陳宥湘,無,
臺北市大同區老師里,115/09/01,許宮銘,民主進步黨,
臺北市大同區老師里,115/09/02,許清事,無,
臺北市大同區重慶里,115/09/01,謝承翰,中國國民黨,
臺北市大同區重慶里,115/09/02,張艷鴻,無,
臺北市大同區保安里,115/09/01,許宇騰,台灣民眾黨,
臺北市大同區保安里,115/09/02,張賦脈,民主進步黨,
臺北市大同區保安里,115/09/03,李沛肴,無,
臺北市萬華區福星里,115/09/02,李珮妡,無,
臺北市萬華區福星里,115/09/03,徐庶崇,無,
臺北市萬華區萬壽里,115/09/02,吳美玟,無,
臺北市萬華區西門里,115/09/03,葉敏惠,中國國民黨,
臺北市萬華區新起里,115/09/02,陳鴻祥,無,
臺北市萬華區菜園里,115/09/01,蔡蕙而,無,
臺北市萬華區青山里,115/09/02,李昭成,無,
臺北市萬華區青山里,115/09/02,陳俞誠,無,
臺北市萬華區富民里,115/09/03,蔡慧嫻,無,
臺北市萬華區富民里,115/09/03,郭姵妤,人民民主黨,
臺北市萬華區福音里,115/08/31,蔡岳樺,中國國民黨,
臺北市萬華區福音里,115/09/02,林淑卿,藝術黨,
臺北市萬華區仁德里,115/09/01,許淑惠,無,
臺北市萬華區富福里,115/08/31,謝文興,無,
臺北市萬華區富福里,115/09/02,蔡金娥,民主進步黨,
臺北市萬華區富福里,115/09/03,林韋志,無,
臺北市萬華區頂碩里,115/09/03,溫宗霖,無,
臺北市萬華區雙園里,115/09/03,許惠城,無,
臺北市萬華區新忠里,115/09/02,邱文龍,中國國民黨,
臺北市萬華區新和里,115/09/04,邱惠雯,無,
臺北市萬華區糖廍里,115/09/02,葉玲瑜,無,
臺北市萬華區糖廍里,115/09/02,李宜蓁,無,
臺北市萬華區糖廍里,115/09/04,謝岳錡,中國國民黨,
臺北市萬華區和平里,115/09/02,吳淑芬,無,
臺北市萬華區綠堤里,115/09/04,邱郁惠,無,
臺北市萬華區華江里,115/09/02,洪佳君,無,
臺北市萬華區華江里,115/09/04,姚冠均,無,
臺北市萬華區柳鄉里,115/09/02,蔡和益,無,
臺北市萬華區日善里,115/09/03,蕭進德,無,
臺北市萬華區日善里,115/09/04,陳德祥,無,
臺北市萬華區新安里,115/09/02,郭正中,中國國民黨,
臺北市萬華區忠德里,115/09/04,施育婷,無,
臺北市萬華區孝德里,115/08/31,李明芬,無,
臺北市萬華區和德里,115/09/02,洪天化,無,
臺北市萬華區錦德里,115/09/04,張菀庭,無,
臺北市萬華區錦德里,115/09/04,林育德,無,
臺北市萬華區全德里,115/09/03,趙素美,無,
臺北市萬華區保德里,115/09/02,楊美女,無,
臺北市萬華區銘德里,115/09/04,吳啟源,無,
臺北市萬華區榮德里,115/09/04,陳欣漢,無,
臺北市萬華區壽德里,115/08/31,陳志雄,無,
臺北市萬華區壽德里,115/09/04,鄭麟哲,無,
臺北市萬華區興德里,115/09/02,吳政侑,無,
臺北市萬華區興德里,115/09/03,黃子菱,無,
臺北市萬華區華中里,115/09/02,黃世豪,無,
臺北市萬華區華中里,115/09/02,楊為忠,無,
臺北市萬華區日祥里,115/09/03,張宏聖,無,
臺北市萬華區日祥里,115/09/04,趙清明,中國國民黨,
臺北市萬華區忠貞里,115/09/03,林錫祺,中國國民黨,
臺北市萬華區忠貞里,115/09/04,王萍,無,
臺北市萬華區凌霄里,115/09/01,游秋蓮,中國國民黨,
臺北市萬華區騰雲里,115/09/03,李重華,無,
臺北市文山區景行里,115/09/02,劉竹英,中國國民黨,
臺北市文山區景行里,115/09/02,陳千惠,無,
臺北市文山區景東里,115/09/03,高鳳謙,中國國民黨,
臺北市文山區景美里,115/08/31,許宏廷,中國國民黨,
臺北市文山區景美里,115/09/01,陳理絹,無,
臺北市文山區景慶里,115/09/02,黃逢廣,無,
臺北市文山區景慶里,115/09/03,蔡岳澄,中國國民黨,
臺北市文山區景仁里,115/08/31,陳依茹,無,
臺北市文山區景仁里,115/09/02,黃承志,無,
臺北市文山區景仁里,115/09/02,何進輝,中國國民黨,
臺北市文山區景華里,115/09/02,黃培堯,中國國民黨,
臺北市文山區景華里,115/09/02,史學敏,夏潮聯合會,
臺北市文山區景華里,115/09/04,陳金泉,無,
臺北市文山區萬有里,115/09/02,黃麗霓,中國國民黨,
臺北市文山區萬有里,115/09/02,陳建源,無,
臺北市文山區萬祥里,115/09/02,張紅木,無,
臺北市文山區萬隆里,115/08/31,林宗弘,無,
臺北市文山區萬隆里,115/08/31,蔡政志,無,
臺北市文山區萬年里,115/09/02,邱秋芳,無,
臺北市文山區萬和里,115/09/01,吳祚榮,中國國民黨,
臺北市文山區萬盛里,115/09/02,徐福進,中國國民黨,
