選區,姓名,政黨,候選人網址,選區網址
"2014 > 村里長 > 高雄市 > 三民區 > 德東里",許玉秀,無,http://k.olc.tw/elections/candidates/view/53c02660-9560-4b4c-8d0e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f4-b478-4758-9523-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 德行里",郭麗香,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02660-92a0-43be-b0ba-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f4-e0f8-4469-953b-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 民享里",吳慶東,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02660-c820-4ca8-84aa-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f5-465c-4657-ae2d-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 安邦里",黃崑山,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02661-a44c-461f-8365-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f5-4248-47cd-a5b4-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 立誠里",陳永進,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02661-4fd4-46e9-bc73-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f5-0358-4e2b-97d4-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 十美里",蔡灯能,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02661-df40-49f6-870c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f5-1a60-4492-bf96-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 德北里",謝忠正,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02661-1f50-427b-9394-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f6-67ac-4363-9547-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 博愛里",鍾秋美,無,http://k.olc.tw/elections/candidates/view/53c02661-9460-4404-91c0-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f6-5004-4e37-9979-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 建東里",陳建藏,無,http://k.olc.tw/elections/candidates/view/53c02662-036c-4bae-ac82-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f6-145c-4c50-9264-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 長明里",林練丁,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02662-8860-44ef-84e5-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f6-c88c-4da6-94e2-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 興德里",陳國欽,無,http://k.olc.tw/elections/candidates/view/53c02662-41c8-4bd8-b647-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f7-b044-42e4-b4d6-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 港東里",張士賢,無,http://k.olc.tw/elections/candidates/view/53c02661-0b54-43b2-a1ee-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f7-a3e0-4f23-9197-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 港西里",閩興傳,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02661-b918-4409-98ab-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f7-b934-477a-aa6e-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 豐裕里",曾輝石,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02662-0bec-4ffd-b30a-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f7-36e8-428d-9d47-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 鳳南里",王進祿,無,http://k.olc.tw/elections/candidates/view/53c02662-6d40-4f78-83d1-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f8-c170-44cb-b673-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 三民區 > 川東里",李明海,無,http://k.olc.tw/elections/candidates/view/540b5465-1498-4ec4-a380-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c023f8-60f4-4502-85e7-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 振華里",吳劍生,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02663-b920-4ce6-8244-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f9-02c0-4eea-a7a5-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 德生里",吳三雄,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02663-9c1c-41e0-8486-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f9-9098-4768-99f1-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 浩然里",張榮源,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02663-74f0-42f2-9522-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023f9-b820-46f7-875a-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 仁聲里",蕭育霞,無,http://k.olc.tw/elections/candidates/view/53c02663-5d88-44db-a41b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fb-cd00-4767-a982-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 永寧里",施澤民,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02663-7080-4415-933f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fb-0fa4-4274-ac4d-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 順昌里",林朱堂,無,http://k.olc.tw/elections/candidates/view/53c02663-9fdc-4a04-9146-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fb-01e8-4309-bffd-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 南港里",陳福明,無,http://k.olc.tw/elections/candidates/view/53c02664-58f8-4751-b2d9-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fc-af60-42e5-b571-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 新江里",王金龍,無,http://k.olc.tw/elections/candidates/view/53c02664-67b8-44d3-bfdb-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fc-ed34-4034-a45d-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 成功里",童健良,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02664-a3f0-4e8c-981a-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fc-7860-464b-86a2-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 愛平里",高文龍,無,http://k.olc.tw/elections/candidates/view/53c02664-4344-4a04-9175-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fc-fa0c-4b70-a584-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 開平里",陳朝居,無,http://k.olc.tw/elections/candidates/view/53c02664-c160-4f91-847b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fd-b460-47c6-b291-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 榮治里",許登周,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02666-befc-4ab1-9d7c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fd-89e0-4314-a027-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 長驛里",葉智陽,無,http://k.olc.tw/elections/candidates/view/53c02665-7818-4da6-afb7-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fd-e3c4-432a-81c0-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 漢民里",李賢宗,無,http://k.olc.tw/elections/candidates/view/53c02666-f710-4025-bcfc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fe-a4f8-4938-a033-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 新興區 > 秋山里",許吳瑞珍,無,http://k.olc.tw/elections/candidates/view/53c02665-d620-4a2f-8d05-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023fe-b5bc-49d0-b22d-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 長城里",李林春蘭,無,http://k.olc.tw/elections/candidates/view/53c02666-cba4-4059-9d84-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023ff-14a8-4754-8693-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 長興里",白宗正,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02668-4b28-44e9-8810-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023ff-6408-4de3-b703-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 後金里",施瑞清,無,http://k.olc.tw/elections/candidates/view/53c02667-f3a8-45ed-9f03-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c023ff-bcd8-41aa-8795-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 民生里",蕭清海,無,http://k.olc.tw/elections/candidates/view/53c02668-0c64-476c-9396-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02400-2ca0-435c-982f-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 國民里",謝明致,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02668-26ec-4479-a292-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02400-ba40-46fb-84f0-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 博孝里",李文識,無,http://k.olc.tw/elections/candidates/view/53c02668-8ee4-4819-ac26-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02401-6e4c-4c75-a872-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 長生里",陳蔡根針,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02668-a504-44f2-a839-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02401-e7bc-44c6-be45-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 榮復里",李崑富,無,http://k.olc.tw/elections/candidates/view/53c02668-48f0-47b7-b002-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02401-a0bc-4cbc-ae70-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前金區 > 文西里",賴勇村,無,http://k.olc.tw/elections/candidates/view/53c02669-245c-480f-b14f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02401-8b5c-4f1f-a8ce-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 博仁里",陳奇伯,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02669-8f1c-488f-8cfa-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02402-d78c-4779-af27-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 苓洲里",吳興,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02669-5568-44df-be7a-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02402-0b3c-42ea-a2a2-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 苓中里",楊振福,無,http://k.olc.tw/elections/candidates/view/53c02669-96c0-4f44-8b9d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02402-c2d0-4609-b7a1-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 城東里",史妮可,無,http://k.olc.tw/elections/candidates/view/53c02669-0754-4e4c-905a-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02402-c4b0-4499-a78c-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 城北里",王宏嘉,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02669-28f4-46c3-9eb0-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02403-8860-464d-9935-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 田西里",郭國民,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02669-57a0-45a9-b4af-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02403-0eb0-4fe1-972f-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 苓東里",陳翌鳳,無,http://k.olc.tw/elections/candidates/view/53c02669-0b04-4907-a82d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02403-6e38-46cb-b573-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 仁政里",周正榮,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266a-24b4-48fe-9442-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02404-6068-4193-8142-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 普照里",歐明興,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266a-6944-4c31-b564-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02404-1430-44cc-9148-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 日中里",黃浚旂,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266a-0074-433c-ad0d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02404-2d18-4f3d-a020-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 華堂里",曾興德,無,http://k.olc.tw/elections/candidates/view/53c0266a-7010-44d8-bae7-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02405-709c-4266-b7ce-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 普天里",柳信雄,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266a-4c9c-4bac-a757-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02405-3ddc-4558-adc9-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 林興里",黃茂森,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266a-c960-44f7-912c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02406-08cc-43a5-9720-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 林華里",林有定,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266a-81dc-49d2-8c17-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02406-757c-40ea-826a-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 光華里",吳照鉠,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266a-0da0-4351-be95-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02406-e63c-4a03-8f13-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 尚義里",曾蔡玉燕,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266b-c19c-42d9-8098-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02406-8b24-4566-9876-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 林泉里",翁烔訓,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266b-b370-4043-b0ac-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02407-8124-4421-822e-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 安祥里",鄭瓊雯,無,http://k.olc.tw/elections/candidates/view/540b5470-2598-4894-b42f-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02407-9840-4f64-b5ff-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 民主里",陳文程,無,http://k.olc.tw/elections/candidates/view/53c0266b-8bdc-46ad-8c64-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02408-379c-4827-8fd4-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 五權里",賴清榮,無,http://k.olc.tw/elections/candidates/view/53c0266b-3c30-4ed4-951b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02408-2c24-40d6-b5e2-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 福南里",蘇文安,無,http://k.olc.tw/elections/candidates/view/53c0266b-2c10-4400-bf56-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02408-a490-40f6-a011-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 林德里",翁正財,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266b-2220-467d-83ec-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02408-f3b0-4d69-94f1-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 福壽里",郭寬洲,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266b-892c-4694-ae7e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02408-2010-4891-a9e0-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 福祥里",劉榮福,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266c-b7f4-4856-9ec1-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02409-53f4-4694-98a1-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 福海里",廖富男,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266c-9d1c-4233-bcb1-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02409-c3e0-48ee-9de7-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 林貴里",黃清溪,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266c-f9a0-4184-bd0c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02409-9a28-445b-9e2e-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 正大里",陳文隆,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266d-9b90-447c-8507-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240a-3458-4627-88ea-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 福地里",蘇朝星,無,http://k.olc.tw/elections/candidates/view/53c0266c-8520-4783-b6da-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240a-0ac8-4ec3-b4f0-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 福西里",黃正德,無,http://k.olc.tw/elections/candidates/view/53c0266d-805c-4cc0-b2bf-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240b-2640-443c-9c87-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 正義里",劉銀連,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266d-38b4-46fe-942d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240b-5cd0-4848-a89d-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 正仁里",黃敏捷,無,http://k.olc.tw/elections/candidates/view/53c0266d-e048-4e45-8366-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240c-e0b4-4b0c-b171-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 苓雅區 > 衛武里",邱秀迷,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266d-375c-4b3a-8a17-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240c-2a98-4767-a7ee-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 德昌里",李美珍,無,http://k.olc.tw/elections/candidates/view/53c0266e-1f50-446d-88d0-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240d-dc9c-4301-b36b-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 平等里",施長欽,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266e-1e58-4798-adf6-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240d-c824-4caa-86d3-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 草衙里",李忠正,無,http://k.olc.tw/elections/candidates/view/53c0266d-6fdc-484d-a659-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240d-b154-443c-8835-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 明義里",張郁惠,無,http://k.olc.tw/elections/candidates/view/53c0266e-8b68-46f9-bfed-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240d-9e08-4a9b-889b-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 明孝里",蕭玩玉,無,http://k.olc.tw/elections/candidates/view/53c0266d-e700-4db0-add9-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0240e-9b60-4ec3-9ca0-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 興仁里",張秋敏,無,http://k.olc.tw/elections/candidates/view/53c0266e-b794-491b-be96-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02410-bd30-498d-88ea-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 明道里",王進亨,民主進步黨,http://k.olc.tw/elections/candidates/view/53c0266e-5c94-48d1-8d84-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02410-17bc-4448-a881-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 鎮東里",蔡川士,無,http://k.olc.tw/elections/candidates/view/53c0266e-89fc-4108-a7d2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02411-06a8-4424-af86-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 鎮中里",楊征男,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266f-1a9c-4c27-a07e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02411-ae64-48c2-a84b-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 鎮陽里",鄭蔡秀燕,無,http://k.olc.tw/elections/candidates/view/53c0266f-78b4-4a05-b719-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02412-57e8-4754-b2d2-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 興邦里",蔡春榮,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0266f-8834-4f67-abdc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02412-3608-47d3-b1a7-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 建隆里",林得祿,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02670-c6b0-47ed-99ff-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02413-15d0-4fc8-b737-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 興中里",狄金山,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02670-8cf0-4aec-90b8-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02413-0860-48f9-a752-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 西甲里",潘石誠,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02670-cedc-4cf6-a16a-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02413-6374-49f0-94d0-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 良和里",陳瑞銓,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02670-5f68-499b-8fe1-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02414-9dd8-4478-8bbf-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 竹西里",林金良,無,http://k.olc.tw/elections/candidates/view/53c02670-92d4-4adc-b122-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02414-83b0-45e8-943a-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 竹東里",李春桂,無,http://k.olc.tw/elections/candidates/view/53c02670-f0c0-4697-841e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02414-2a78-4337-ba43-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 忠孝里",黃振亨,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02670-a478-44d7-b4ec-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02415-5d1c-45fe-b067-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞祥里",劉美華,無,http://k.olc.tw/elections/candidates/view/53c02671-e1f4-4bfd-9ea9-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02415-69d8-41a0-ad4b-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞東里",許振稽,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02671-0024-4a00-8e49-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02416-9380-4b40-b63b-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞南里",張木春,無,http://k.olc.tw/elections/candidates/view/53c02671-ee58-4ee2-892a-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02416-4af4-468a-962e-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞北里",陳眞玟,民主進步黨,http://k.olc.tw/elections/candidates/view/540b5478-88e0-4c85-9464-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02416-0580-470a-80fa-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞隆里",康富雄,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02671-d94c-4458-8ff7-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02416-6618-48f5-b534-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞平里",陳文樹,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02671-0f7c-418b-bcfc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02416-a298-454c-8628-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞昌里",李俊生,無,http://k.olc.tw/elections/candidates/view/53c02672-317c-4e63-947c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02417-10b0-4abb-86ff-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞興里",黃登科,無,http://k.olc.tw/elections/candidates/view/53c02671-7c4c-4f0f-af5c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02417-0188-4f44-b3c6-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞華里",蘇榮隆,無,http://k.olc.tw/elections/candidates/view/53c02671-908c-48fa-9ff2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02417-c154-42d2-b2fc-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞誠里",林雪娥,無,http://k.olc.tw/elections/candidates/view/53c02671-22cc-43be-91bf-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02417-05ec-4a17-b15e-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 前鎮區 > 瑞文里",葉國雄,無,http://k.olc.tw/elections/candidates/view/53c02671-de2c-42d4-8095-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02417-32f4-49e5-9e17-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 旗津區 > 旗下里",夏嫣,無,http://k.olc.tw/elections/candidates/view/53c02672-b520-4386-b237-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02418-4b40-4b1f-bd76-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 旗津區 > 永安里",黃修和,無,http://k.olc.tw/elections/candidates/view/53c02672-ca48-462a-b64e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02418-b068-4544-9ee0-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 旗津區 > 中洲里",葉宗霖,無,http://k.olc.tw/elections/candidates/view/53c02673-6898-40b3-ae5e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02418-9c08-4d49-aee5-5c5aacb5b862
"2014 > 村里長 > 高雄市 > 旗津區 > 南汕里",孫啟芳,中國國民黨,http://k.olc.tw/elections/candidates/view/53c02673-9da4-40fc-ab2d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02418-7c54-4cd6-bae8-5c5aacb5b862
