ivid,id,name,town,county,vid,icid,itid
TXG-250-007,66000250-007,龍津里,龍井區,臺中市,007,TXG,TXG-250
TXG-250-008,66000250-008,三德里,龍井區,臺中市,008,TXG,TXG-250
TXG-250-009,66000250-009,忠和里,龍井區,臺中市,009,TXG,TXG-250
TXG-250-010,66000250-010,山腳里,龍井區,臺中市,010,TXG,TXG-250
TXG-250-011,66000250-011,龍泉里,龍井區,臺中市,011,TXG,TXG-250
TXG-250-012,66000250-012,龍崗里,龍井區,臺中市,012,TXG,TXG-250
TXG-250-013,66000250-013,新庄里,龍井區,臺中市,013,TXG,TXG-250
TXG-250-014,66000250-014,南寮里,龍井區,臺中市,014,TXG,TXG-250
TXG-250-015,66000250-015,新東里,龍井區,臺中市,015,TXG,TXG-250
TXG-250-016,66000250-016,東海里,龍井區,臺中市,016,TXG,TXG-250
TXG-260-001,66000260-001,桐林里,霧峰區,臺中市,001,TXG,TXG-260
TXG-260-002,66000260-002,吉峰里,霧峰區,臺中市,002,TXG,TXG-260
TXG-260-003,66000260-003,甲寅里,霧峰區,臺中市,003,TXG,TXG-260
TXG-260-004,66000260-004,本鄉里,霧峰區,臺中市,004,TXG,TXG-260
TXG-260-005,66000260-005,中正里,霧峰區,臺中市,005,TXG,TXG-260
TXG-260-006,66000260-006,錦榮里,霧峰區,臺中市,006,TXG,TXG-260
TXG-260-007,66000260-007,萊園里,霧峰區,臺中市,007,TXG,TXG-260
TXG-260-008,66000260-008,本堂里,霧峰區,臺中市,008,TXG,TXG-260
TXG-260-009,66000260-009,坑口里,霧峰區,臺中市,009,TXG,TXG-260
TXG-260-010,66000260-010,北柳里,霧峰區,臺中市,010,TXG,TXG-260
TXG-260-011,66000260-011,南柳里,霧峰區,臺中市,011,TXG,TXG-260
TXG-260-012,66000260-012,四德里,霧峰區,臺中市,012,TXG,TXG-260
TXG-260-013,66000260-013,五福里,霧峰區,臺中市,013,TXG,TXG-260
TXG-260-014,66000260-014,萬豐里,霧峰區,臺中市,014,TXG,TXG-260
TXG-260-015,66000260-015,舊正里,霧峰區,臺中市,015,TXG,TXG-260
TXG-260-016,66000260-016,峰谷里,霧峰區,臺中市,016,TXG,TXG-260
TXG-260-017,66000260-017,六股里,霧峰區,臺中市,017,TXG,TXG-260
TXG-260-018,66000260-018,丁台里,霧峰區,臺中市,018,TXG,TXG-260
TXG-260-019,66000260-019,北勢里,霧峰區,臺中市,019,TXG,TXG-260
TXG-260-020,66000260-020,南勢里,霧峰區,臺中市,020,TXG,TXG-260
TXG-270-001,66000270-001,太平里,太平區,臺中市,001,TXG,TXG-270
TXG-270-002,66000270-002,長億里,太平區,臺中市,002,TXG,TXG-270
TXG-270-003,66000270-003,中平里,太平區,臺中市,003,TXG,TXG-270
TXG-270-004,66000270-004,中興里,太平區,臺中市,004,TXG,TXG-270
TXG-270-005,66000270-005,建國里,太平區,臺中市,005,TXG,TXG-270
TXG-270-006,66000270-006,東平里,太平區,臺中市,006,TXG,TXG-270
TXG-270-007,66000270-007,宜欣里,太平區,臺中市,007,TXG,TXG-270
TXG-270-008,66000270-008,中山里,太平區,臺中市,008,TXG,TXG-270
TXG-270-009,66000270-009,坪林里,太平區,臺中市,009,TXG,TXG-270
TXG-270-010,66000270-010,光華里,太平區,臺中市,010,TXG,TXG-270
TXG-270-011,66000270-011,新坪里,太平區,臺中市,011,TXG,TXG-270
TXG-270-012,66000270-012,新光里,太平區,臺中市,012,TXG,TXG-270
TXG-270-013,66000270-013,新福里,太平區,臺中市,013,TXG,TXG-270
TXG-270-014,66000270-014,頭汴里,太平區,臺中市,014,TXG,TXG-270
TXG-270-015,66000270-015,東汴里,太平區,臺中市,015,TXG,TXG-270
TXG-270-016,66000270-016,興隆里,太平區,臺中市,016,TXG,TXG-270
TXG-270-017,66000270-017,光隆里,太平區,臺中市,017,TXG,TXG-270
TXG-270-018,66000270-018,德隆里,太平區,臺中市,018,TXG,TXG-270
TXG-270-019,66000270-019,黃竹里,太平區,臺中市,019,TXG,TXG-270
TXG-270-020,66000270-020,永成里,太平區,臺中市,020,TXG,TXG-270
TXG-270-021,66000270-021,永平里,太平區,臺中市,021,TXG,TXG-270
TXG-270-022,66000270-022,成功里,太平區,臺中市,022,TXG,TXG-270
TXG-270-023,66000270-023,東和里,太平區,臺中市,023,TXG,TXG-270
TXG-270-024,66000270-024,中政里,太平區,臺中市,024,TXG,TXG-270
TXG-270-025,66000270-025,平安里,太平區,臺中市,025,TXG,TXG-270
TXG-270-026,66000270-026,建興里,太平區,臺中市,026,TXG,TXG-270
TXG-270-027,66000270-027,新興里,太平區,臺中市,027,TXG,TXG-270
TXG-270-028,66000270-028,新高里,太平區,臺中市,028,TXG,TXG-270
TXG-270-029,66000270-029,新吉里,太平區,臺中市,029,TXG,TXG-270
TXG-270-030,66000270-030,新城里,太平區,臺中市,030,TXG,TXG-270
TXG-270-031,66000270-031,宜佳里,太平區,臺中市,031,TXG,TXG-270
TXG-270-032,66000270-032,宜昌里,太平區,臺中市,032,TXG,TXG-270
TXG-270-033,66000270-033,光明里,太平區,臺中市,033,TXG,TXG-270
TXG-270-034,66000270-034,豐年里,太平區,臺中市,034,TXG,TXG-270
TXG-270-035,66000270-035,大興里,太平區,臺中市,035,TXG,TXG-270
TXG-270-036,66000270-036,勤益里,太平區,臺中市,036,TXG,TXG-270
TXG-270-037,66000270-037,聖和里,太平區,臺中市,037,TXG,TXG-270
TXG-270-038,66000270-038,福隆里,太平區,臺中市,038,TXG,TXG-270
TXG-270-039,66000270-039,永隆里,太平區,臺中市,039,TXG,TXG-270
TXG-280-001,66000280-001,大里里,大里區,臺中市,001,TXG,TXG-280
TXG-280-002,66000280-002,新里里,大里區,臺中市,002,TXG,TXG-280
TXG-280-003,66000280-003,樹王里,大里區,臺中市,003,TXG,TXG-280
TXG-280-004,66000280-004,東興里,大里區,臺中市,004,TXG,TXG-280
TXG-280-005,66000280-005,祥興里,大里區,臺中市,005,TXG,TXG-280
TXG-280-006,66000280-006,日新里,大里區,臺中市,006,TXG,TXG-280
TXG-280-007,66000280-007,西榮里,大里區,臺中市,007,TXG,TXG-280
TXG-280-008,66000280-008,內新里,大里區,臺中市,008,TXG,TXG-280
TXG-280-009,66000280-009,東昇里,大里區,臺中市,009,TXG,TXG-280
TXG-280-010,66000280-010,立仁里,大里區,臺中市,010,TXG,TXG-280
TXG-280-011,66000280-011,新仁里,大里區,臺中市,011,TXG,TXG-280
TXG-280-012,66000280-012,大元里,大里區,臺中市,012,TXG,TXG-280
TXG-280-013,66000280-013,夏田里,大里區,臺中市,013,TXG,TXG-280
TXG-280-014,66000280-014,仁化里,大里區,臺中市,014,TXG,TXG-280
TXG-280-015,66000280-015,健民里,大里區,臺中市,015,TXG,TXG-280
TXG-280-016,66000280-016,塗城里,大里區,臺中市,016,TXG,TXG-280
TXG-280-017,66000280-017,瑞城里,大里區,臺中市,017,TXG,TXG-280
TXG-280-018,66000280-018,金城里,大里區,臺中市,018,TXG,TXG-280
TXG-280-019,66000280-019,東湖里,大里區,臺中市,019,TXG,TXG-280
TXG-280-020,66000280-020,西湖里,大里區,臺中市,020,TXG,TXG-280
TXG-280-021,66000280-021,國光里,大里區,臺中市,021,TXG,TXG-280
TXG-280-022,66000280-022,大明里,大里區,臺中市,022,TXG,TXG-280
TXG-280-023,66000280-023,永隆里,大里區,臺中市,023,TXG,TXG-280
TXG-280-024,66000280-024,長榮里,大里區,臺中市,024,TXG,TXG-280
TXG-280-025,66000280-025,中新里,大里區,臺中市,025,TXG,TXG-280
TXG-280-026,66000280-026,立德里,大里區,臺中市,026,TXG,TXG-280
TXG-280-027,66000280-027,仁德里,大里區,臺中市,027,TXG,TXG-280
TXG-290-001,66000290-001,南勢里,和平區,臺中市,001,TXG,TXG-290
TXG-290-002,66000290-002,天輪里,和平區,臺中市,002,TXG,TXG-290
TXG-290-003,66000290-003,博愛里,和平區,臺中市,003,TXG,TXG-290
TXG-290-004,66000290-004,中坑里,和平區,臺中市,004,TXG,TXG-290
TXG-290-005,66000290-005,自由里,和平區,臺中市,005,TXG,TXG-290
TXG-290-006,66000290-006,達觀里,和平區,臺中市,006,TXG,TXG-290
TXG-290-007,66000290-007,梨山里,和平區,臺中市,007,TXG,TXG-290
TXG-290-008,66000290-008,平等里,和平區,臺中市,008,TXG,TXG-290
TNN-010-001,67000010-001,忠政里,新營區,臺南市,001,TNN,TNN-010
TNN-010-002,67000010-002,民權里,新營區,臺南市,002,TNN,TNN-010
TNN-010-003,67000010-003,三仙里,新營區,臺南市,003,TNN,TNN-010
TNN-010-004,67000010-004,好平里,新營區,臺南市,004,TNN,TNN-010
TNN-010-005,67000010-005,延平里,新營區,臺南市,005,TNN,TNN-010
TNN-010-006,67000010-006,永生里,新營區,臺南市,006,TNN,TNN-010
TNN-010-007,67000010-007,大宏里,新營區,臺南市,007,TNN,TNN-010
TNN-010-008,67000010-008,王公里,新營區,臺南市,008,TNN,TNN-010
TNN-010-009,67000010-009,中營里,新營區,臺南市,009,TNN,TNN-010
TNN-010-010,67000010-010,土庫里,新營區,臺南市,010,TNN,TNN-010
TNN-010-011,67000010-011,興安里,新營區,臺南市,011,TNN,TNN-010
TNN-010-012,67000010-012,南興里,新營區,臺南市,012,TNN,TNN-010
TNN-010-013,67000010-013,興業里,新營區,臺南市,013,TNN,TNN-010
TNN-010-014,67000010-014,民生里,新營區,臺南市,014,TNN,TNN-010
TNN-010-015,67000010-015,民榮里,新營區,臺南市,015,TNN,TNN-010
TNN-010-016,67000010-016,埤寮里,新營區,臺南市,016,TNN,TNN-010
TNN-010-017,67000010-017,護鎮里,新營區,臺南市,017,TNN,TNN-010
TNN-010-018,67000010-018,太南里,新營區,臺南市,018,TNN,TNN-010
TNN-010-019,67000010-019,太北里,新營區,臺南市,019,TNN,TNN-010
TNN-010-020,67000010-020,南紙里,新營區,臺南市,020,TNN,TNN-010
TNN-010-021,67000010-021,嘉芳里,新營區,臺南市,021,TNN,TNN-010
TNN-010-022,67000010-022,舊廍里,新營區,臺南市,022,TNN,TNN-010
TNN-010-023,67000010-023,角帶里,新營區,臺南市,023,TNN,TNN-010
TNN-010-024,67000010-024,鐵線里,新營區,臺南市,024,TNN,TNN-010
TNN-010-025,67000010-025,五興里,新營區,臺南市,025,TNN,TNN-010
TNN-010-026,67000010-026,姑爺里,新營區,臺南市,026,TNN,TNN-010
TNN-010-027,67000010-027,新北里,新營區,臺南市,027,TNN,TNN-010
TNN-010-028,67000010-028,新南里,新營區,臺南市,028,TNN,TNN-010
TNN-010-029,67000010-029,新東里,新營區,臺南市,029,TNN,TNN-010
TNN-020-001,67000020-001,水秀里,鹽水區,臺南市,001,TNN,TNN-020
TNN-020-002,67000020-002,福得里,鹽水區,臺南市,002,TNN,TNN-020
TNN-020-003,67000020-003,三生里,鹽水區,臺南市,003,TNN,TNN-020
TNN-020-004,67000020-004,武廟里,鹽水區,臺南市,004,TNN,TNN-020
TNN-020-005,67000020-005,中境里,鹽水區,臺南市,005,TNN,TNN-020
TNN-020-006,67000020-006,水仙里,鹽水區,臺南市,006,TNN,TNN-020
TNN-020-007,67000020-007,水正里,鹽水區,臺南市,007,TNN,TNN-020
TNN-020-008,67000020-008,橋南里,鹽水區,臺南市,008,TNN,TNN-020
TNN-020-009,67000020-009,舊營里,鹽水區,臺南市,009,TNN,TNN-020
TNN-020-010,67000020-010,汫水里,鹽水區,臺南市,010,TNN,TNN-020
TNN-020-011,67000020-011,岸內里,鹽水區,臺南市,011,TNN,TNN-020
TNN-020-012,67000020-012,義稠里,鹽水區,臺南市,012,TNN,TNN-020
TNN-020-013,67000020-013,下中里,鹽水區,臺南市,013,TNN,TNN-020
TNN-020-014,67000020-014,歡雅里,鹽水區,臺南市,014,TNN,TNN-020
TNN-020-015,67000020-015,大莊里,鹽水區,臺南市,015,TNN,TNN-020
TNN-020-016,67000020-016,桐寮里,鹽水區,臺南市,016,TNN,TNN-020
TNN-020-017,67000020-017,後宅里,鹽水區,臺南市,017,TNN,TNN-020
TNN-020-018,67000020-018,孫厝里,鹽水區,臺南市,018,TNN,TNN-020
TNN-020-019,67000020-019,竹埔里,鹽水區,臺南市,019,TNN,TNN-020
TNN-020-020,67000020-020,下林里,鹽水區,臺南市,020,TNN,TNN-020
TNN-020-021,67000020-021,田寮里,鹽水區,臺南市,021,TNN,TNN-020
TNN-020-022,67000020-022,大豐里,鹽水區,臺南市,022,TNN,TNN-020
TNN-020-023,67000020-023,飯店里,鹽水區,臺南市,023,TNN,TNN-020
TNN-020-024,67000020-024,河南里,鹽水區,臺南市,024,TNN,TNN-020
TNN-020-025,67000020-025,南港里,鹽水區,臺南市,025,TNN,TNN-020
TNN-030-001,67000030-001,白河里,白河區,臺南市,001,TNN,TNN-030
TNN-030-002,67000030-002,永安里,白河區,臺南市,002,TNN,TNN-030
TNN-030-003,67000030-003,外角里,白河區,臺南市,003,TNN,TNN-030
TNN-030-004,67000030-004,庄內里,白河區,臺南市,004,TNN,TNN-030
TNN-030-005,67000030-005,秀祐里,白河區,臺南市,005,TNN,TNN-030
TNN-030-006,67000030-006,河東里,白河區,臺南市,006,TNN,TNN-030
TNN-030-007,67000030-007,虎山里,白河區,臺南市,007,TNN,TNN-030
TNN-030-008,67000030-008,大林里,白河區,臺南市,008,TNN,TNN-030
TNN-030-009,67000030-009,崁頭里,白河區,臺南市,009,TNN,TNN-030
TNN-030-010,67000030-010,六溪里,白河區,臺南市,010,TNN,TNN-030
TNN-030-011,67000030-011,仙草里,白河區,臺南市,011,TNN,TNN-030
TNN-030-012,67000030-012,關嶺里,白河區,臺南市,012,TNN,TNN-030
TNN-030-013,67000030-013,玉豐里,白河區,臺南市,013,TNN,TNN-030
TNN-030-014,67000030-014,大竹里,白河區,臺南市,014,TNN,TNN-030
TNN-030-015,67000030-015,詔安里,白河區,臺南市,015,TNN,TNN-030
TNN-030-016,67000030-016,廣安里,白河區,臺南市,016,TNN,TNN-030
TNN-030-017,67000030-017,蓮潭里,白河區,臺南市,017,TNN,TNN-030
TNN-030-018,67000030-018,竹門里,白河區,臺南市,018,TNN,TNN-030
TNN-030-019,67000030-019,崎內里,白河區,臺南市,019,TNN,TNN-030
TNN-030-020,67000030-020,昇安里,白河區,臺南市,020,TNN,TNN-030
TNN-030-021,67000030-021,汴頭里,白河區,臺南市,021,TNN,TNN-030
TNN-030-022,67000030-022,內角里,白河區,臺南市,022,TNN,TNN-030
TNN-030-023,67000030-023,草店里,白河區,臺南市,023,TNN,TNN-030
TNN-030-024,67000030-024,甘宅里,白河區,臺南市,024,TNN,TNN-030
TNN-040-001,67000040-001,士林里,柳營區,臺南市,001,TNN,TNN-040
TNN-040-002,67000040-002,光福里,柳營區,臺南市,002,TNN,TNN-040
TNN-040-003,67000040-003,中埕里,柳營區,臺南市,003,TNN,TNN-040
TNN-040-004,67000040-004,東昇里,柳營區,臺南市,004,TNN,TNN-040
TNN-040-005,67000040-005,八翁里,柳營區,臺南市,005,TNN,TNN-040
TNN-040-006,67000040-006,人和里,柳營區,臺南市,006,TNN,TNN-040
TNN-040-007,67000040-007,太康里,柳營區,臺南市,007,TNN,TNN-040
TNN-040-008,67000040-008,重溪里,柳營區,臺南市,008,TNN,TNN-040
TNN-040-009,67000040-009,篤農里,柳營區,臺南市,009,TNN,TNN-040
TNN-040-010,67000040-010,大農里,柳營區,臺南市,010,TNN,TNN-040
TNN-040-011,67000040-011,神農里,柳營區,臺南市,011,TNN,TNN-040
TNN-040-012,67000040-012,果毅里,柳營區,臺南市,012,TNN,TNN-040
TNN-040-013,67000040-013,旭山里,柳營區,臺南市,013,TNN,TNN-040
TNN-050-001,67000050-001,後壁里,後壁區,臺南市,001,TNN,TNN-050
TNN-050-002,67000050-002,侯伯里,後壁區,臺南市,002,TNN,TNN-050
TNN-050-003,67000050-003,嘉苳里,後壁區,臺南市,003,TNN,TNN-050
TNN-050-004,67000050-004,土溝里,後壁區,臺南市,004,TNN,TNN-050
TNN-050-005,67000050-005,嘉田里,後壁區,臺南市,005,TNN,TNN-050
TNN-050-006,67000050-006,嘉民里,後壁區,臺南市,006,TNN,TNN-050
TNN-050-007,67000050-007,菁豊里,後壁區,臺南市,007,TNN,TNN-050
TNN-050-008,67000050-008,崁頂里,後壁區,臺南市,008,TNN,TNN-050
TNN-050-009,67000050-009,仕安里,後壁區,臺南市,009,TNN,TNN-050
TNN-050-010,67000050-010,竹新里,後壁區,臺南市,010,TNN,TNN-050
TNN-050-011,67000050-011,新東里,後壁區,臺南市,011,TNN,TNN-050
TNN-050-012,67000050-012,頂安里,後壁區,臺南市,012,TNN,TNN-050
TNN-050-013,67000050-013,長安里,後壁區,臺南市,013,TNN,TNN-050
TNN-050-014,67000050-014,福安里,後壁區,臺南市,014,TNN,TNN-050
TNN-050-015,67000050-015,烏樹里,後壁區,臺南市,015,TNN,TNN-050
TNN-050-016,67000050-016,後廍里,後壁區,臺南市,016,TNN,TNN-050
TNN-050-017,67000050-017,墨林里,後壁區,臺南市,017,TNN,TNN-050
TNN-050-018,67000050-018,菁寮里,後壁區,臺南市,018,TNN,TNN-050
TNN-050-019,67000050-019,新嘉里,後壁區,臺南市,019,TNN,TNN-050
TNN-050-020,67000050-020,頂長里,後壁區,臺南市,020,TNN,TNN-050
TNN-050-021,67000050-021,平安里,後壁區,臺南市,021,TNN,TNN-050
TNN-060-001,67000060-001,東山里,東山區,臺南市,001,TNN,TNN-060
TNN-060-002,67000060-002,東中里,東山區,臺南市,002,TNN,TNN-060
TNN-060-003,67000060-003,東正里,東山區,臺南市,003,TNN,TNN-060
TNN-060-004,67000060-004,三榮里,東山區,臺南市,004,TNN,TNN-060
TNN-060-005,67000060-005,大客里,東山區,臺南市,005,TNN,TNN-060
TNN-060-006,67000060-006,科里里,東山區,臺南市,006,TNN,TNN-060
TNN-060-007,67000060-007,東河里,東山區,臺南市,007,TNN,TNN-060
TNN-060-008,67000060-008,南溪里,東山區,臺南市,008,TNN,TNN-060
TNN-060-009,67000060-009,水雲里,東山區,臺南市,009,TNN,TNN-060
TNN-060-010,67000060-010,林安里,東山區,臺南市,010,TNN,TNN-060
TNN-060-011,67000060-011,東原里,東山區,臺南市,011,TNN,TNN-060
TNN-060-012,67000060-012,嶺南里,東山區,臺南市,012,TNN,TNN-060
TNN-060-013,67000060-013,南勢里,東山區,臺南市,013,TNN,TNN-060
TNN-060-014,67000060-014,青山里,東山區,臺南市,014,TNN,TNN-060
TNN-060-015,67000060-015,高原里,東山區,臺南市,015,TNN,TNN-060
TNN-060-016,67000060-016,聖賢里,東山區,臺南市,016,TNN,TNN-060
TNN-070-001,67000070-001,穀興里,麻豆區,臺南市,001,TNN,TNN-070
TNN-070-002,67000070-002,保安里,麻豆區,臺南市,002,TNN,TNN-070
TNN-070-003,67000070-003,東角里,麻豆區,臺南市,003,TNN,TNN-070
TNN-070-004,67000070-004,晋江里,麻豆區,臺南市,004,TNN,TNN-070
TNN-070-005,67000070-005,巷口里,麻豆區,臺南市,005,TNN,TNN-070
TNN-070-006,67000070-006,中興里,麻豆區,臺南市,006,TNN,TNN-070
TNN-070-007,67000070-007,興農里,麻豆區,臺南市,007,TNN,TNN-070
TNN-070-008,67000070-008,新建里,麻豆區,臺南市,008,TNN,TNN-070
TNN-070-009,67000070-009,油車里,麻豆區,臺南市,009,TNN,TNN-070
TNN-070-010,67000070-010,北勢里,麻豆區,臺南市,010,TNN,TNN-070
TNN-070-011,67000070-011,大埕里,麻豆區,臺南市,011,TNN,TNN-070
TNN-070-012,67000070-012,總榮里,麻豆區,臺南市,012,TNN,TNN-070
TNN-070-013,67000070-013,龍泉里,麻豆區,臺南市,013,TNN,TNN-070
TNN-070-014,67000070-014,南勢里,麻豆區,臺南市,014,TNN,TNN-070
TNN-070-015,67000070-015,寮廍里,麻豆區,臺南市,015,TNN,TNN-070
TNN-070-016,67000070-016,小埤里,麻豆區,臺南市,016,TNN,TNN-070
TNN-070-017,67000070-017,埤頭里,麻豆區,臺南市,017,TNN,TNN-070
TNN-070-018,67000070-018,大山里,麻豆區,臺南市,018,TNN,TNN-070
TNN-070-019,67000070-019,海埔里,麻豆區,臺南市,019,TNN,TNN-070
TNN-070-020,67000070-020,莊禮里,麻豆區,臺南市,020,TNN,TNN-070
TNN-070-021,67000070-021,港尾里,麻豆區,臺南市,021,TNN,TNN-070
TNN-070-022,67000070-022,麻口里,麻豆區,臺南市,022,TNN,TNN-070
TNN-070-023,67000070-023,安東里,麻豆區,臺南市,023,TNN,TNN-070
TNN-070-024,67000070-024,安業里,麻豆區,臺南市,024,TNN,TNN-070
TNN-070-025,67000070-025,安西里,麻豆區,臺南市,025,TNN,TNN-070
TNN-070-026,67000070-026,謝安里,麻豆區,臺南市,026,TNN,TNN-070
TNN-070-027,67000070-027,中民里,麻豆區,臺南市,027,TNN,TNN-070
TNN-070-028,67000070-028,安正里,麻豆區,臺南市,028,TNN,TNN-070
TNN-070-029,67000070-029,磚井里,麻豆區,臺南市,029,TNN,TNN-070
TNN-080-001,67000080-001,下營里,下營區,臺南市,001,TNN,TNN-080
TNN-080-002,67000080-002,仁里里,下營區,臺南市,002,TNN,TNN-080
TNN-080-003,67000080-003,宅內里,下營區,臺南市,003,TNN,TNN-080
TNN-080-004,67000080-004,後街里,下營區,臺南市,004,TNN,TNN-080
TNN-080-005,67000080-005,新興里,下營區,臺南市,005,TNN,TNN-080
TNN-080-006,67000080-006,營前里,下營區,臺南市,006,TNN,TNN-080
TNN-080-007,67000080-007,大屯里,下營區,臺南市,007,TNN,TNN-080
TNN-080-008,67000080-008,大埤里,下營區,臺南市,008,TNN,TNN-080
TNN-080-009,67000080-009,茅港里,下營區,臺南市,009,TNN,TNN-080
TNN-080-010,67000080-010,中營里,下營區,臺南市,010,TNN,TNN-080
TNN-080-011,67000080-011,開化里,下營區,臺南市,011,TNN,TNN-080
TNN-080-012,67000080-012,西連里,下營區,臺南市,012,TNN,TNN-080
TNN-080-013,67000080-013,賀建里,下營區,臺南市,013,TNN,TNN-080
TNN-080-014,67000080-014,甲中里,下營區,臺南市,014,TNN,TNN-080
TNN-080-015,67000080-015,紅厝里,下營區,臺南市,015,TNN,TNN-080
TNN-090-001,67000090-001,六甲里,六甲區,臺南市,001,TNN,TNN-090
TNN-090-002,67000090-002,甲東里,六甲區,臺南市,002,TNN,TNN-090
TNN-090-003,67000090-003,甲南里,六甲區,臺南市,003,TNN,TNN-090
TNN-090-004,67000090-004,龍湖里,六甲區,臺南市,004,TNN,TNN-090
TNN-090-005,67000090-005,七甲里,六甲區,臺南市,005,TNN,TNN-090
TNN-090-006,67000090-006,二甲里,六甲區,臺南市,006,TNN,TNN-090
TNN-090-007,67000090-007,水林里,六甲區,臺南市,007,TNN,TNN-090
TNN-090-008,67000090-008,中社里,六甲區,臺南市,008,TNN,TNN-090
TNN-090-009,67000090-009,龜港里,六甲區,臺南市,009,TNN,TNN-090
TNN-090-010,67000090-010,菁埔里,六甲區,臺南市,010,TNN,TNN-090
TNN-090-011,67000090-011,王爺里,六甲區,臺南市,011,TNN,TNN-090
TNN-090-012,67000090-012,大丘里,六甲區,臺南市,012,TNN,TNN-090
TNN-100-001,67000100-001,官田里,官田區,臺南市,001,TNN,TNN-100
TNN-100-002,67000100-002,二鎮里,官田區,臺南市,002,TNN,TNN-100
TNN-100-003,67000100-003,湖山里,官田區,臺南市,003,TNN,TNN-100
TNN-100-004,67000100-004,嘉南里,官田區,臺南市,004,TNN,TNN-100
TNN-100-005,67000100-005,大崎里,官田區,臺南市,005,TNN,TNN-100
TNN-100-006,67000100-006,隆田里,官田區,臺南市,006,TNN,TNN-100
TNN-100-007,67000100-007,隆本里,官田區,臺南市,007,TNN,TNN-100
TNN-100-008,67000100-008,南廍里,官田區,臺南市,008,TNN,TNN-100
TNN-100-009,67000100-009,東庄里,官田區,臺南市,009,TNN,TNN-100
TNN-100-010,67000100-010,西庄里,官田區,臺南市,010,TNN,TNN-100
TNN-100-011,67000100-011,拔林里,官田區,臺南市,011,TNN,TNN-100
TNN-100-012,67000100-012,渡頭里,官田區,臺南市,012,TNN,TNN-100
TNN-100-013,67000100-013,社子里,官田區,臺南市,013,TNN,TNN-100
TNN-110-001,67000110-001,石湖里,大內區,臺南市,001,TNN,TNN-110
TNN-110-002,67000110-002,石林里,大內區,臺南市,002,TNN,TNN-110
TNN-110-003,67000110-003,石城里,大內區,臺南市,003,TNN,TNN-110
TNN-110-004,67000110-004,內江里,大內區,臺南市,004,TNN,TNN-110
TNN-110-005,67000110-005,大內里,大內區,臺南市,005,TNN,TNN-110
TNN-110-006,67000110-006,內郭里,大內區,臺南市,006,TNN,TNN-110
TNN-110-007,67000110-007,頭社里,大內區,臺南市,007,TNN,TNN-110
TNN-110-008,67000110-008,環湖里,大內區,臺南市,008,TNN,TNN-110
TNN-110-009,67000110-009,二溪里,大內區,臺南市,009,TNN,TNN-110
TNN-110-010,67000110-010,曲溪里,大內區,臺南市,010,TNN,TNN-110
TNN-120-001,67000120-001,東寧里,佳里區,臺南市,001,TNN,TNN-120
TNN-120-002,67000120-002,忠仁里,佳里區,臺南市,002,TNN,TNN-120
TNN-120-003,67000120-003,鎮山里,佳里區,臺南市,003,TNN,TNN-120
TNN-120-004,67000120-004,建南里,佳里區,臺南市,004,TNN,TNN-120
TNN-120-005,67000120-005,安西里,佳里區,臺南市,005,TNN,TNN-120
TNN-120-006,67000120-006,六安里,佳里區,臺南市,006,TNN,TNN-120
TNN-120-007,67000120-007,佳化里,佳里區,臺南市,007,TNN,TNN-120
TNN-120-008,67000120-008,禮化里,佳里區,臺南市,008,TNN,TNN-120
TNN-120-009,67000120-009,興化里,佳里區,臺南市,009,TNN,TNN-120
TNN-120-010,67000120-010,營頂里,佳里區,臺南市,010,TNN,TNN-120
TNN-120-011,67000120-011,溪州里,佳里區,臺南市,011,TNN,TNN-120
TNN-120-012,67000120-012,海澄里,佳里區,臺南市,012,TNN,TNN-120
TNN-120-013,67000120-013,漳洲里,佳里區,臺南市,013,TNN,TNN-120
TNN-120-014,67000120-014,頂廍里,佳里區,臺南市,014,TNN,TNN-120
TNN-120-015,67000120-015,嘉福里,佳里區,臺南市,015,TNN,TNN-120
TNN-120-016,67000120-016,通興里,佳里區,臺南市,016,TNN,TNN-120
TNN-120-017,67000120-017,蚶寮里,佳里區,臺南市,017,TNN,TNN-120
TNN-120-018,67000120-018,龍安里,佳里區,臺南市,018,TNN,TNN-120
TNN-120-019,67000120-019,民安里,佳里區,臺南市,019,TNN,TNN-120
TNN-120-020,67000120-020,子龍里,佳里區,臺南市,020,TNN,TNN-120
TNN-120-021,67000120-021,三協里,佳里區,臺南市,021,TNN,TNN-120
TNN-130-001,67000130-001,仁得里,學甲區,臺南市,001,TNN,TNN-130
TNN-130-002,67000130-002,新榮里,學甲區,臺南市,002,TNN,TNN-130
TNN-130-003,67000130-003,光華里,學甲區,臺南市,003,TNN,TNN-130
TNN-130-004,67000130-004,宅港里,學甲區,臺南市,004,TNN,TNN-130
TNN-130-005,67000130-005,慈福里,學甲區,臺南市,005,TNN,TNN-130
TNN-130-006,67000130-006,秀昌里,學甲區,臺南市,006,TNN,TNN-130
TNN-130-007,67000130-007,明宜里,學甲區,臺南市,007,TNN,TNN-130
TNN-130-008,67000130-008,豐和里,學甲區,臺南市,008,TNN,TNN-130
TNN-130-009,67000130-009,平和里,學甲區,臺南市,009,TNN,TNN-130
TNN-130-010,67000130-010,新達里,學甲區,臺南市,010,TNN,TNN-130
TNN-130-011,67000130-011,大灣里,學甲區,臺南市,011,TNN,TNN-130
TNN-130-012,67000130-012,三慶里,學甲區,臺南市,012,TNN,TNN-130
TNN-130-013,67000130-013,中洲里,學甲區,臺南市,013,TNN,TNN-130
